"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"80+","GE",202021,1,636,0.053,5.3,25778,3.88,2467.22,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-3,-11.64,-75,-9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","GL",202021,0,22,NA,NA,2285,0,962.8,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","GR",202021,1,99,0.333,33.3,11582,8.63,854.77,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,0,-16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","JU",202021,0,25,0,0,4510,0,554.32,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","LU",202021,1,67,0.125,12.5,21100,4.74,317.54,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",1,4.74,NA,12.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","NE",202021,0,154,0,0,10219,0,1507,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","NW",202021,0,10,NA,NA,2187,0,457.25,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","OW",202021,0,1,0,0,1937,0,51.63,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","SG",202021,0,86,0,0,25881,0,332.29,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","SH",202021,0,2,0,0,5190,0,38.54,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","SO",202021,1,29,0.5,50,15229,6.57,190.43,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",1,6.57,NA,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","SZ",202021,0,29,NA,NA,7600,0,381.58,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","TG",202021,0,29,0,0,13053,0,222.17,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","TI",202021,4,645,0.174,17.4,24908,16.06,2589.53,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",2,8.03,100,6.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","UR",202021,0,16,0,0,2031,0,787.79,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","VD",202021,4,831,0.16,16,38359,10.43,2166.38,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,0,5.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","VS",202021,1,277,0.2,20,18035,5.54,1535.9,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,0,14.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","ZG",202021,0,13,0,0,5847,0,222.34,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","ZH",202021,1,327,0.083,8.3,75487,1.32,433.19,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",1,1.32,NA,8.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","AG",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","AI",202021,0,0,NA,NA,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","AR",202021,0,0,NA,NA,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","BE",202021,0,3,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","BL",202021,0,2,NA,NA,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","BS",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","FL",202021,0,0,NA,NA,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","FR",202021,0,1,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","GE",202021,0,4,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","GL",202021,0,0,NA,NA,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","GR",202021,0,1,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","JU",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","LU",202021,0,2,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","NE",202021,0,1,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","NW",202021,0,0,NA,NA,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","OW",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","SG",202021,0,4,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","SH",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","SO",202021,0,2,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","SZ",202021,0,1,NA,NA,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","TG",202021,0,2,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","TI",202021,0,3,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","UR",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","VD",202021,0,8,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","VS",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","ZG",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","ZH",202021,0,9,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","AG",202022,1,12,0.077,7.7,71486,1.4,16.79,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,1.4,NA,7.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","AI",202022,0,0,NA,NA,1763,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","AR",202022,0,0,NA,NA,5944,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","BE",202022,0,11,0,0,101287,0,10.86,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-2,-1.97,-100,-11.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","BL",202022,0,7,0,0,27527,0,25.43,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","BS",202022,1,5,0.5,50,18565,5.39,26.93,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,5.39,NA,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","FL",202022,0,0,NA,NA,4056,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","FR",202022,0,2,0,0,35588,0,5.62,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","GE",202022,0,35,0,0,52912,0,66.15,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-2,-3.78,-100,-10.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","GL",202022,0,0,NA,NA,3943,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","GR",202022,0,4,0,0,17435,0,22.94,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","JU",202022,0,2,0,0,7259,0,27.55,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","LU",202022,0,0,0,0,43077,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NE",202022,1,4,0.5,50,17682,5.66,22.62,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,5.66,NA,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","NW",202022,0,0,0,0,3889,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","OW",202022,0,0,NA,NA,3806,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SG",202022,0,2,0,0,52827,0,3.79,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SH",202022,0,0,NA,NA,7782,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SO",202022,0,1,0,0,26649,0,3.75,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","SZ",202022,0,0,NA,NA,15589,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","TG",202022,0,3,0,0,29232,0,10.26,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","TI",202022,0,14,0,0,29500,0,47.46,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","UR",202022,0,0,NA,NA,3563,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","VD",202022,1,22,0.077,7.7,86781,1.15,25.35,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,0,3.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","VS",202022,1,9,0.111,11.1,33397,2.99,26.95,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,2.99,NA,11.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","ZG",202022,0,0,NA,NA,13206,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","ZH",202022,2,38,0.077,7.7,162354,1.23,23.41,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,0.61,100,-0.600000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","AG",202022,1,43,0.077,7.7,67323,1.49,63.87,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-1,-1.48,-50,-10.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","AI",202022,0,0,NA,NA,1642,0,0,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","AR",202022,0,6,NA,NA,5254,0,114.2,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","BE",202022,0,73,0,0,96454,0,75.68,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-1,-1.04,-100,-5.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","BL",202022,0,24,0,0,27931,0,85.93,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","BS",202022,1,26,0.5,50,15404,6.49,168.79,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,6.49,NA,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","FL",202022,0,3,NA,NA,3920,0,76.53,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","FR",202022,0,25,0,0,35792,0,69.85,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-1,-2.79,-100,-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","GE",202022,1,134,0.05,5,53165,1.88,252.05,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-1,-1.88,-50,-5.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","GL",202022,0,14,NA,NA,3848,0,363.83,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","GR",202022,2,19,1,100,17946,11.14,105.87,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",2,11.14,NA,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","JU",202022,1,7,0.5,50,8058,12.41,86.87,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","LU",202022,0,25,0,0,40737,0,61.37,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","NE",202022,0,17,0,0,19307,0,88.05,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","NW",202022,0,6,0,0,3909,0,153.49,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","OW",202022,0,2,NA,NA,3784,0,52.85,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","SG",202022,0,26,0,0,51757,0,50.23,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","SH",202022,0,1,NA,NA,7621,0,13.12,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","SO",202022,0,20,0,0,25703,0,77.81,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","SZ",202022,0,11,NA,NA,15355,0,71.64,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","TG",202022,1,11,0.333,33.3,27381,3.65,40.17,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,3.65,NA,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","TI",202022,0,60,0,0,33625,0,178.44,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","UR",202022,0,6,NA,NA,3794,0,158.14,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","VD",202022,1,122,0.077,7.7,89543,1.12,136.25,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-2,-2.23,-66.7,-4.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","VS",202022,0,42,0,0,34386,0,122.14,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","ZG",202022,0,5,NA,NA,12695,0,39.39,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","ZH",202022,7,166,0.269,26.9,141741,4.94,117.12,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",7,4.94,NA,26.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","AG",202022,4,175,0.308,30.8,81244,4.92,215.4,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,1.23,33.3,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","AI",202022,0,3,NA,NA,2104,0,142.59,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","AR",202022,0,9,NA,NA,6318,0,142.45,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","BE",202022,3,282,0.333,33.3,119810,2.5,235.37,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,0.83,50,22.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","BL",202022,2,127,0.4,40,30548,6.55,415.74,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",2,6.55,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","BS",202022,0,168,0,0,23685,0,709.31,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","FL",202022,0,18,NA,NA,4509,0,399.2,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","FR",202022,1,154,0.333,33.3,42682,2.34,360.81,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-2,-4.69,-66.7,3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","GE",202022,2,666,0.1,10,65068,3.07,1023.54,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-2,-3.08,-50,-11.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","GL",202022,0,21,NA,NA,4836,0,434.24,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","GR",202022,0,96,0,0,22953,0,418.25,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","JU",202022,1,23,0.5,50,9124,10.96,252.08,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,10.96,NA,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","LU",202022,0,104,0,0,54054,0,192.4,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-3,-5.55,-100,-37.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","NE",202022,0,68,0,0,22089,0,307.85,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-3,-13.58,-100,-60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","NW",202022,1,15,1,100,4884,20.48,307.13,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,20.48,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","OW",202022,0,20,NA,NA,4413,0,453.21,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","SG",202022,0,126,0,0,66380,0,189.82,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","SH",202022,0,15,NA,NA,9517,0,157.61,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-1,-10.51,-100,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","SO",202022,1,62,0.25,25,32516,3.08,190.68,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,0,-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","SZ",202022,0,39,NA,NA,18585,0,209.85,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","TG",202022,0,46,0,0,33911,0,135.65,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
